ID	taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_2939	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_swartbergensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_swartbergensis
OTU_4868	k__Bacteria|p__Candidatus_Magasanikbacteria|c__NA|o__NA|f__NA|g__NA|s__Candidatus_Magasanikbacteria_bacterium_GW2011_GWC2_34_16	Bacteria	Candidatus_Magasanikbacteria	NA	NA	NA	NA	Candidatus_Magasanikbacteria_bacterium_GW2011_GWC2_34_16
OTU_5910	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_altitudinis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_altitudinis
OTU_5110	k__Bacteria|p__Candidatus_Woykebacteria	Bacteria	Candidatus_Woykebacteria					
OTU_14500	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__NA|g__NA|s__Xanthomonadales_bacterium_CG17_big_fil_post_rev_8_21_14_2_50_64_11	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA	Xanthomonadales_bacterium_CG17_big_fil_post_rev_8_21_14_2_50_64_11
OTU_2194	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis_sp_CB00013	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis_sp_CB00013
OTU_14682	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_pictorum	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas_pictorum
OTU_2876	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp_Tu6071	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp_Tu6071
OTU_9873	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter_sp_EE-36	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter_sp_EE-36
OTU_7112	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	
OTU_12332	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfonatronaceae|g__Desulfonatronum	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	
OTU_7320	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_sp_KA00067	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas_sp_KA00067
OTU_305	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_malaquae	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia_malaquae
OTU_14195	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_Irchel_3H3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_Irchel_3H3
OTU_4153	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_terrigena	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_terrigena
OTU_5794	k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_sp_CCB_US3_UF1	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_sp_CCB_US3_UF1
OTU_12882	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae		
OTU_13680	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax_sp_HI0003	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax_sp_HI0003
OTU_293	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_aichiensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia_aichiensis
OTU_5984	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_manliponensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_manliponensis
OTU_6540	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp_AR247	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_sp_AR247
OTU_5829	k__Bacteria|p__Elusimicrobia|c__NA|o__NA|f__NA|g__NA|s__Elusimicrobia_bacterium_RIFOXYA12_FULL_57_11	Bacteria	Elusimicrobia	NA	NA	NA	NA	Elusimicrobia_bacterium_RIFOXYA12_FULL_57_11
OTU_2707	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp_MA5143a	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp_MA5143a
OTU_6044	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_AFS059628	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_sp_AFS059628
OTU_14283	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_TTU2014-080ASC	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_TTU2014-080ASC
OTU_3152	k__Bacteria|p__Actinobacteria|c__NA|o__NA|f__NA|g__NA|s__Actinobacteria_bacterium_RBG_16_64_13	Bacteria	Actinobacteria	NA	NA	NA	NA	Actinobacteria_bacterium_RBG_16_64_13
OTU_4761	k__Bacteria|p__Candidatus_Daviesbacteria|c__NA|o__NA|f__NA|g__NA|s__Candidatus_Daviesbacteria_bacterium_GW2011_GWA2_42_7	Bacteria	Candidatus_Daviesbacteria	NA	NA	NA	NA	Candidatus_Daviesbacteria_bacterium_GW2011_GWA2_42_7
OTU_4408	k__Bacteria|p__Bacteroidetes|c__NA|o__NA|f__NA|g__NA|s__Bacteroidetes_bacterium_GWA2_31_9b	Bacteria	Bacteroidetes	NA	NA	NA	NA	Bacteroidetes_bacterium_GWA2_31_9b
OTU_529	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_confluentis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium_confluentis
OTU_4996	k__Bacteria|p__Candidatus_Rokubacteria|c__NA|o__NA|f__NA|g__NA|s__Candidatus_Rokubacteria_bacterium_13_1_40CM_4_67_11	Bacteria	Candidatus_Rokubacteria	NA	NA	NA	NA	Candidatus_Rokubacteria_bacterium_13_1_40CM_4_67_11
OTU_9358	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Hyphobacterium|s__Hyphobacterium_indicum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphobacterium	Hyphobacterium_indicum
OTU_4368	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__NA|g__NA|s__Flavobacteriales_bacterium_MED-G15	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA	Flavobacteriales_bacterium_MED-G15
OTU_14643	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__NA|s__Xanthomonadaceae_bacterium_NML07-0707	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	Xanthomonadaceae_bacterium_NML07-0707
OTU_10440	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_chinhatense	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium_chinhatense
OTU_6850	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum_CAG27	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_leptum_CAG27
OTU_1207	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_B18	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium_sp_B18
OTU_1859	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_humi	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora_humi
OTU_5959	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_glycinifermentans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_glycinifermentans
OTU_450	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp_GA-1285	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sp_GA-1285
OTU_3848	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquimarina|s__Aquimarina_sp_AU119	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina_sp_AU119
OTU_4705	k__Bacteria|p__Candidatus_Azambacteria	Bacteria	Candidatus_Azambacteria					
OTU_14219	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_M47T1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_M47T1
OTU_13269	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pseudocitrobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudocitrobacter	
OTU_14833	k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__NA|g__NA|s__Bdellovibrionales_bacterium_RIFCSPHIGHO2_01_FULL_40_29	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	NA	NA	Bdellovibrionales_bacterium_RIFCSPHIGHO2_01_FULL_40_29
OTU_12035	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylotenera|s__Methylotenera_sp_17-45-7	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera	Methylotenera_sp_17-45-7
OTU_7276	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sp_ND2010	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sp_ND2010
OTU_14206	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_K2I15	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_K2I15
OTU_1386	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_B19	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_sp_B19
OTU_12217	k__Bacteria|p__Proteobacteria|c__Candidatus_Muproteobacteria|o__NA|f__NA|g__NA|s__Candidatus_Muproteobacteria_bacterium_RIFCSPHIGHO2_01_60_12	Bacteria	Proteobacteria	Candidatus_Muproteobacteria	NA	NA	NA	Candidatus_Muproteobacteria_bacterium_RIFCSPHIGHO2_01_60_12
OTU_13283	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Erwinia|s__Candidatus_Erwinia_dacicola	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Candidatus_Erwinia_dacicola
OTU_13302	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_sp_RIT388	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_sp_RIT388
OTU_6170	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Domibacillus|s__Domibacillus_epiphyticus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus_epiphyticus
OTU_1249	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_UNCCL17	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium_sp_UNCCL17
OTU_1496	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Pseudoclavibacter_sp_RFBG4	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter	Pseudoclavibacter_sp_RFBG4
OTU_352	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_europaeum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_europaeum
OTU_4716	k__Bacteria|p__Candidatus_Bipolaricaulota|c__NA|o__NA|f__NA|g__Candidatus_Bipolaricaulis|s__Candidatus_Bipolaricaulis_anaerobius	Bacteria	Candidatus_Bipolaricaulota	NA	NA	NA	Candidatus_Bipolaricaulis	Candidatus_Bipolaricaulis_anaerobius
OTU_81	k__Bacteria|p__Acidobacteria|c__NA|o__NA|f__NA|g__NA|s__Acidobacteria_bacterium_13_1_40CM_2_68_10	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria_bacterium_13_1_40CM_2_68_10
OTU_14247	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_P131	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_P131
OTU_7446	k__Bacteria|p__NA|c__NA|o__NA|f__NA|g__NA|s__Parcubacteria_group_bacterium_21-54-25	Bacteria	NA	NA	NA	NA	NA	Parcubacteria_group_bacterium_21-54-25
OTU_855	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Glycomycetales|f__Glycomycetaceae|g__Glycomyces|s__Glycomyces_artemisiae	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces	Glycomyces_artemisiae
OTU_12839	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_mobilis	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter_mobilis
OTU_13630	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__NA|f__NA|g__Neiella|s__Neiella_marina	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Neiella	Neiella_marina
OTU_12801	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_lipolytica	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas_lipolytica
OTU_14145	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_B242017	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_B242017
OTU_13617	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__NA|f__NA|g__NA|s__endosymbiont_of_Tevnia_jerichonana	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	endosymbiont_of_Tevnia_jerichonana
OTU_3715	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Reichenbachiella|s__Reichenbachiella_versicolor	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella	Reichenbachiella_versicolor
OTU_1942	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__NA|f__NA|g__NA|s__Actinobacteria_bacterium_OV320	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	Actinobacteria_bacterium_OV320
OTU_6025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_soli	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_soli
OTU_1178	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium|s__Cryobacterium_sp_LW097	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium	Cryobacterium_sp_LW097
OTU_13732	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_desiderata	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_desiderata
OTU_2675	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp_FxanaA7	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp_FxanaA7
OTU_6895	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella_hathewayi
OTU_4164	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Formosa|s__Formosa_algae	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa_algae
OTU_9173	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp_AN5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_sp_AN5
OTU_286	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_natronolimnaea	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	Dietzia_natronolimnaea
OTU_2662	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp_DvalAA-14	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp_DvalAA-14
OTU_2271	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_sp_EC080625-04	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_sp_EC080625-04
OTU_2195	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis_sp_CFH_S0261	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis_sp_CFH_S0261
OTU_257	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_efficiens	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_efficiens
OTU_1902	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_sp_NRRL_B-16802	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora_sp_NRRL_B-16802
OTU_12684	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__NA|s__Syntrophobacteraceae_bacterium_CG23_combo_of_CG06-09_8_20_14_all_50_8	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	NA	Syntrophobacteraceae_bacterium_CG23_combo_of_CG06-09_8_20_14_all_50_8
OTU_12379	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Halodesulfovibrio|s__Halodesulfovibrio_marinisediminis	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	Halodesulfovibrio_marinisediminis
OTU_9689	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pseudooceanicola|s__Pseudooceanicola_nitratireducens	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	Pseudooceanicola_nitratireducens
OTU_13679	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax_sp_DG881	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax_sp_DG881
OTU_4241	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Mesonia|s__Mesonia_sp_K7	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesonia	Mesonia_sp_K7
OTU_9654	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pararhodobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pararhodobacter	
OTU_6499	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_oryzae	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_oryzae
OTU_5512	k__Bacteria|p__Cyanobacteria|c__NA|o__Nostocales|f__Nostocaceae|g__Anabaena|s__Anabaena_sp_LE011-02	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena_sp_LE011-02
OTU_14664	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_sp_SGT-18	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas_sp_SGT-18
OTU_14018	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_chengduensis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_chengduensis
OTU_8137	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__NA|f__NA|g__NA|s__Alphaproteobacteria_bacterium_MarineAlpha9_Bin2	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria_bacterium_MarineAlpha9_Bin2
OTU_14888	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira_interrogans	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira_interrogans
OTU_12343	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfohalovibrio|s__Desulfohalovibrio_alkalitolerans	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfohalovibrio	Desulfohalovibrio_alkalitolerans
OTU_77	k__Bacteria|p__Acidobacteria|c__NA|o__NA|f__NA|g__NA|s__Acidobacteria_bacterium_13_1_40CM_2_56_11	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria_bacterium_13_1_40CM_2_56_11
OTU_5166	k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_limnaeum	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum_limnaeum
OTU_6481	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_illinoisensis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_illinoisensis
OTU_1403	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_HSID17254	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_sp_HSID17254
